nodeID,drug_name,x_id,cancer_gene,brite,mySamplingNumber,
P28482,Afatinib;GDC-0879;LIMK1 inhibitor BMS4;PLX-4720;Dabrafenib;SB590885;IAP_7638,MAPK1,FALSE,Protein kinases,94,
P28838,SB590885;Savolitinib,LAP3,FALSE,Peptidases and inhibitors,84,
P29034,Afatinib;PF-06747775,S100A2,FALSE,Domain-containing proteins not elsewhere classified,31,
P29144,IAP_7638;AZD5582,TPP2,FALSE,Peptidases and inhibitors,56,
P29218,Afatinib;GDC-0879;Savolitinib;PLX-4720;Dabrafenib;SB590885,IMPA1,FALSE,Enzymes,31,
P29350,WEHI-539,PTPN6,FALSE,Protein phosphatases and associated proteins,88,
P29372,Dabrafenib;WEHI-539,MPG,FALSE,DNA repair and recombination proteins,51,
P29373,WEHI-539,CRABP2,FALSE,Exosome,80,
P29401,Savolitinib;IAP_7638;AZD5582,TKT,FALSE,Enzymes,96,
P29692,Savolitinib,EEF1D,FALSE,Translation factors,36,
P29728,Cabozantinib;NVP-BHG712,OAS2,FALSE,Enzymes,33,
P29992,SB590885,GNA11,TRUE,Exosome,46,
P30040,AZD5582,ERP29,FALSE,Membrane trafficking,11,
P30041,Afatinib;IAP_7638;AZD5582,PRDX6,FALSE,Enzymes,36,
P30046,SB590885;GDC-0879;Dabrafenib;PLX-4720,DDT,FALSE,Enzymes,51,
P30050,Afatinib;PLX-4720;WEHI-539;Dabrafenib;A-1155463,RPL12,FALSE,Ribosome,32,
P30084,Afatinib;PF-06747775,ECHS1,FALSE,Enzymes,8,
P30085,Afatinib;Savolitinib;Dabrafenib;SB590885;Crizotinib,CMPK1,FALSE,Enzymes,51,
P30086,Afatinib;GDC-0879;IAP_5620;AZD5582;Dabrafenib;Venetoclax;SB590885;IAP_7638,PEBP1,FALSE,Peptidases and inhibitors,92,
P30101,Afatinib;AZD5582,PDIA3,FALSE,Chaperones and folding catalysts,53,
P30153,Afatinib;IAP_7638;AZD5582,PPP2R1A,TRUE,Protein phosphatases and associated proteins,72,
P30405,Afatinib,PPIF,FALSE,Chaperones and folding catalysts,63,
P30519,Afatinib;Venetoclax;PF-06747775;Crizotinib,HMOX2,FALSE,Enzymes,5,
P30530,PD173074;GSK429286A,AXL,FALSE,Protein kinases,64,
P30533,Dabrafenib;PLX-4720,LRPAP1,FALSE,none,44,
P30566,Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885,ADSL,FALSE,Enzymes,2,
P30622,Savolitinib,CLIP1,FALSE,Chromosome and associated proteins,53,
P30626,SB590885;PLX-4720;Dabrafenib;IAP_7638,SRI,FALSE,Domain-containing proteins not elsewhere classified,19,
P31040,Afatinib;IAP_7638;Venetoclax,SDHA,FALSE,Enzymes,81,
P31146,Crizotinib,CORO1A,FALSE,Membrane trafficking,78,
P31150,Afatinib;Venetoclax,GDI1,FALSE,Exosome,15,
P31153,Afatinib;Dabrafenib;Savolitinib,MAT2A,FALSE,Enzymes,62,
P31327,Venetoclax;Savolitinib,CPS1,FALSE,Peptidases and inhibitors,48,
P31350,Afatinib,RRM2,FALSE,DNA repair and recombination proteins,52,
P31431,SB590885;Dabrafenib;Savolitinib,SDC4,FALSE,Proteoglycans,6,
P31483,Afatinib;IAP_5620;Cetuximab;Venetoclax;IAP_7638,TIA1,FALSE,Messenger RNA biogenesis,87,
P31689,Afatinib,DNAJA1,FALSE,Chaperones and folding catalysts,8,
P31930,SB590885;Afatinib,UQCRC1,FALSE,Peptidases and inhibitors,79,
P31937,Afatinib;Dabrafenib;TGX221;Savolitinib,HIBADH,FALSE,Enzymes,86,
P31939,Afatinib;IAP_5620;AZD5582;SB590885;IAP_7638,ATIC,FALSE,Exosome,24,
P31943,Afatinib;PF-06747775,HNRNPH1,FALSE,Spliceosome,74,
P31946,GDC-0879;AZD5582;Dabrafenib;SB590885;IAP_7638;Crizotinib,YWHAB,FALSE,DNA repair and recombination proteins,80,
P31947,Savolitinib;IAP_7638;AZD5582,SFN,FALSE,Exosome,16,
P31948,Afatinib;AZD5582,STIP1,TRUE,Chaperones and folding catalysts,87,
P31949,Afatinib;WEHI-539;Venetoclax;AZD5582,S100A11,FALSE,Domain-containing proteins not elsewhere classified,15,
P32119,WH-4-023;Afatinib;IAP_5620;AZD5582;IAP_7638,PRDX2,FALSE,Exosome,9,
P32322,Ara-G,PYCR1,FALSE,Enzymes,47,
P32455,Crizotinib,GBP1,FALSE,none,14,
P32519,AC220;Temozolomide,ELF1,TRUE,Transcription factors,22,
P32926,AZD4547,DSG3,FALSE,Cell adhesion molecules,86,
P32942,Savolitinib,ICAM3,FALSE,CD molecules,72,
P32969,Afatinib;PLX-4720;AZD5582,RPL9,FALSE,Ribosome,58,
P33121,GDC-0879;PLX-4720;Dabrafenib;PF-06747775;SB590885;GSK429286A,ACSL1,FALSE,Lipid biosynthesis proteins,38,
P33176,Afatinib;Crizotinib,KIF5B,FALSE,Membrane trafficking,7,
P33316,Afatinib;IAP_7638;AZD5582,DUT,FALSE,DNA repair and recombination proteins,27,
P33897,Dabrafenib,ABCD1,FALSE,Transporters,71,
P33991,Afatinib,MCM4,FALSE,DNA replication proteins,61,
P33992,Afatinib,MCM5,FALSE,DNA replication proteins,25,
P33993,Afatinib,MCM7,FALSE,Protein phosphatases and associated proteins,53,
P34897,Savolitinib,SHMT2,FALSE,Enzymes,43,
P34932,Afatinib;AZD5582;PLX-4720;Dabrafenib;IAP_7638,HSPA4,FALSE,Chaperones and folding catalysts,87,
P35052,SB590885;Afatinib,GPC1,FALSE,Proteoglycans,86,
P35080,Afatinib;Savolitinib;AZD5582;Venetoclax;Crizotinib,PFN2,FALSE,Membrane trafficking,9,
P35221,Afatinib;PF-06747775;TL-2-105;IAP_7638;GSK429286A,CTNNA1,FALSE,Cytoskeleton proteins,62,
P35222,Afatinib,CTNNB1,TRUE,none,37,
P35232,AC220,PHB,FALSE,Mitochondrial biogenesis,16,
P35236,TGX221,PTPN7,FALSE,Protein phosphatases and associated proteins,86,
P35237,Afatinib;PD173074;PF-06747775,SERPINB6,FALSE,Peptidases and inhibitors,86,
P35241,Afatinib;AZD5582;PLX-4720;Dabrafenib;PF-06747775;IAP_7638,RDX,FALSE,Cytoskeleton proteins,87,
P35244,Afatinib;Savolitinib,RPA3,FALSE,DNA replication proteins,7,
P35251,AZD5582,RFC1,FALSE,DNA replication proteins,5,
P35268,Afatinib;PLX-4720;Savolitinib,RPL22,FALSE,Ribosome,71,
P35269,AC220;Dabrafenib;Crizotinib,GTF2F1,FALSE,Transcription machinery,16,
P35270,Afatinib;PF-06747775;IAP_7638,SPR,FALSE,Exosome,83,
P35573,IAP_7638;AZD5582,AGL,FALSE,Enzymes,47,
P35579,WH-4-023;TGX221;IC-87114,MYH9,TRUE,Cytoskeleton proteins,75,
P35606,Afatinib;LIMK1 inhibitor BMS4,COPB2,FALSE,Membrane trafficking,95,
P35613,SB590885;Afatinib,BSG,FALSE,Exosome,98,
P35637,Afatinib,FUS,FALSE,Spliceosome,63,
P35659,GDC-0879;Dabrafenib;Savolitinib,DEK,FALSE,Chromosome and associated proteins,37,
P35754,SB590885;Crizotinib,GLRX,FALSE,Chaperones and folding catalysts,82,
P35998,Afatinib;PLX-4720;Savolitinib,PSMC2,FALSE,Proteasome,1,
P36404,Dabrafenib,200 ARL,FALSE,Chromosome and associated proteins,28
P36405,Afatinib,300 ARL,FALSE,Cilium and associated proteins,34
P36507,Crizotinib,MAP2K2,FALSE,Protein kinases,54,
P36543,Afatinib;GDC-0879;PLX-4720;Dabrafenib;SB590885,ATP6V1E1,FALSE,none,91,
P36551,SB590885;PLX-4720;Dabrafenib;Venetoclax,CPOX,FALSE,Enzymes,87,
P36578,Afatinib;Savolitinib;AZD5582;WEHI-539;PF-06747775;SB590885,RPL4,FALSE,Ribosome,10,
P36639,Afatinib,NUDT1,FALSE,DNA repair and recombination proteins,16,
P36776,Afatinib,LONP1,FALSE,Peptidases and inhibitors,95,
P36873,Afatinib;PF-06747775,PPP1CC,FALSE,Protein phosphatases and associated proteins,69,
P36915,Afatinib,GNL1,FALSE,none,32,
P36952,Savolitinib,SERPINB5,FALSE,Peptidases and inhibitors,67,
P36957,Afatinib;AZD5582;PF-06747775;Ara-G,DLST,FALSE,Enzymes,94,
P36969,Venotoclax,GPX4,FALSE,Enzymes,38,
P37108,IAP_5620;AZD5582;TGX221;Venetoclax;AC220;IAP_7638,SRP14,FALSE,Secretion system,13,
P37198,Savolitinib,NUP62,FALSE,Messenger RNA biogenesis,26,
P37802,WEHI-539,TAGLN2,FALSE,Membrane trafficking,97,
P37837,Crizotinib;Dabrafenib;IAP_7638;AZD5582,TALDO1,FALSE,Enzymes,50,
P37840,SB590885;GDC-0879;Dabrafenib;PLX-4720,SNCA,FALSE,Membrane trafficking,75,
P38117,Afatinib;PF-06747775,ETFB,FALSE,none,75,
P38159,SB590885;GDC-0879;Dabrafenib;PLX-4720,RBMX,FALSE,Spliceosome,43,
P38432,Dabrafenib;Savolitinib,COIL,FALSE,Spliceosome,99,
P38606,Afatinib;GDC-0879;IAP_5620;PLX-4720;Dabrafenib;SB590885;IAP_7638,ATP6V1A,FALSE,Enzymes,97,
P38919,SB590885;Dabrafenib;PLX-4720,EIF4A3,FALSE,Messenger RNA biogenesis,41,
P39019,Afatinib;AZD5582;PLX-4720;WEHI-539;Dabrafenib;Crizotinib,RPS19,FALSE,Ribosome,3,
P39023,SB590885;Afatinib;GSK429286A;AZD5582,RPL3,FALSE,Ribosome,32,
P39656,IAP_5620;AZD5582;Savolitinib;AC220;IAP_7638;Crizotinib,DDOST,FALSE,none,8,
P39687,WH-4-023;Afatinib;IAP_5620;AZD5582;TGX221;SB590885;IAP_7638;Crizotinib,ANP32A,FALSE,Messenger RNA biogenesis,96,
P39748,Afatinib;IAP_7638;AZD5582,FEN1,FALSE,DNA replication proteins,28,
P39880,Imatinib,CUX1,TRUE,none,24,
P40121,SB590885;Dabrafenib;PLX-4720,CAPG,FALSE,Cytoskeleton proteins,3,
P40189,Savolitinib,IL6ST,FALSE,Cytokine receptors,60,
P40227,Afatinib;IAP_5620;IAP_7638;AZD5582,CCT6A,FALSE,Chaperones and folding catalysts,84,
P40429,Savolitinib;AZD5582,RPL13A,FALSE,Ribosome,28,
P40855,SB590885;GDC-0879,PEX19,FALSE,none,82,
P40925,Afatinib;GDC-0879;AZD5582;Savolitinib;PLX-4720;Dabrafenib;SB590885;IAP_7638;Crizotinib,MDH1,FALSE,Enzymes,25,
P40926,SB590885;AZD4547;PF-06747775,MDH2,FALSE,Enzymes,79,
P40938,Savolitinib;Ara-G,RFC3,FALSE,DNA replication proteins,51,
P40939,Savolitinib,HADHA,FALSE,Enzymes,23,
P41214,Savolitinib,EIF2D,FALSE,Translation factors,38,
P41219,Savolitinib,PRPH,FALSE,Cytoskeleton proteins,78,
P41227,Afatinib,NAA10,FALSE,Chromosome and associated proteins,22,
P41240,SB590885;Afatinib;Dabrafenib;PLX-4720,CSK,FALSE,Protein kinases,93,
P42126,Afatinib;PLX-4720;Dabrafenib;Nilotinib;PF-06747775;LIMK1 inhibitor BMS4,ECI1,FALSE,Enzymes,35,
P42166,Dabrafenib;PLX-4720,TMPO,FALSE,none,32,
P42285,SB590885,MTREX,FALSE,Messenger RNA biogenesis,97,
P42574,AZD5582,CASP3,FALSE,Peptidases and inhibitors,100,
P42677,AZD5582,RPS27,FALSE,Ribosome,40,
P42704,Afatinib;PF-06747775;Savolitinib,LRPPRC,TRUE,Mitochondrial biogenesis,77,
P42765,Afatinib;Venetoclax,ACAA2,FALSE,Enzymes,6,
P42766,Afatinib;CAY10566;WEHI-539;AZD5582,RPL35,FALSE,Ribosome,99,
P43007,SB590885;GDC-0879;Dabrafenib;PLX-4720,SLC1A4,FALSE,Transporters,58,
P43034,Afatinib,PAFAH1B1,FALSE,Chromosome and associated proteins,49,
P43155,CAY10566,CRAT,FALSE,none,25,
P43243,Dabrafenib,MATR3,FALSE,Spliceosome,76,
P43246,Afatinib;Venetoclax,MSH2,FALSE,DNA repair and recombination proteins,98,
P43304,Afatinib;Axitinib;Pemetrexed;GSK429286A;CAY10566;PF-06747775;AZD4547;Ara-G,GPD2,FALSE,Enzymes,77,
P43358,AZD5582,MAGEA4,FALSE,Domain-containing proteins not elsewhere classified,59,
P43363,Afatinib,MAGEA10,FALSE,Domain-containing proteins not elsewhere classified,77,
P43487,Afatinib;AZD5582;Savolitinib;TGX221;SB590885;IAP_7638,RANBP1,FALSE,none,88,
P43490,GDC-0879;Dabrafenib;PLX-4720,NAMPT,FALSE,Enzymes,86,
P43686,Afatinib;PLX-4720;LIMK1 inhibitor BMS4;Savolitinib,PSMC4,FALSE,Proteasome,31,
P45877,SB590885;A-1155463,PPIC,FALSE,Chaperones and folding catalysts,46,
P45973,GDC-0879;Dabrafenib;Venetoclax;PLX-4720,CBX5,FALSE,Chromosome and associated proteins,93,
P45974,Afatinib;IAP_5620;IAP_7638;AZD5582,USP5,FALSE,Peptidases and inhibitors,53,
P45985,Savolitinib,MAP2K4,TRUE,Protein kinases,77,
P46013,PF-06747775;AZD5582,MKI67,FALSE,Protein phosphatases and associated proteins,86,
P46063,Afatinib;Dabrafenib;PLX-4720,RECQL,FALSE,DNA repair and recombination proteins,20,
P46087,Afatinib,NOP2,FALSE,Ribosome biogenesis,31,
P46109,SB590885;Afatinib,CRKL,FALSE,none,48,
P46199,Afatinib;AZD4547;PD173074;PF-06747775,MTIF2,FALSE,Translation factors,86,
P46459,Afatinib;Cetuximab,NSF,FALSE,Membrane trafficking,10,
P46776,Afatinib;WEHI-539;AZD5582,RPL27A,FALSE,Ribosome,35,
P46777,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;LIMK1 inhibitor BMS4,RPL5,FALSE,Protein phosphatases and associated proteins,77,
P46778,Afatinib;AZD5582;PLX-4720;Dabrafenib;LIMK1 inhibitor BMS4,RPL21,FALSE,Ribosome,43,
P46779,Afatinib;IAP_7638;AZD5582,RPL28,FALSE,Ribosome,13,
P46781,Afatinib,RPS9,FALSE,Ribosome,48,
P46782,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;A-1155463;Crizotinib,RPS5,FALSE,Ribosome,34,
P46783,Afatinib;AZD5582,RPS10,FALSE,Ribosome,95,
P46821,Afatinib,MAP1B,FALSE,Protein phosphatases and associated proteins,41,
P46940,TGX221;IAP_7638;AZD5582,IQGAP1,FALSE,Cytoskeleton proteins,83,
P46976,Dabrafenib,GYG1,FALSE,Glycosyltransferases,47,
P46977,AC220;AZD5582;Savolitinib,STT3A,FALSE,Glycosyltransferases,52,
P47755,WEHI-539;Dabrafenib;Crizotinib,CAPZA2,FALSE,Membrane trafficking,30,
P47914,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539,RPL29,FALSE,Ribosome,1,
P48059,Afatinib;Dabrafenib;PF-06747775,LIMS1,FALSE,Domain-containing proteins not elsewhere classified,94,
P48147,Savolitinib,PREP,FALSE,Peptidases and inhibitors,79,
P48444,Afatinib;LIMK1 inhibitor BMS4;IAP_7638;AZD5582,ARCN1,FALSE,Membrane trafficking,98,
P48449,Savolitinib,LSS,FALSE,Enzymes,57,
P48507,AZD5582,GCLM,FALSE,none,4,
P48556,Afatinib;LIMK1 inhibitor BMS4;Savolitinib,PSMD8,FALSE,Proteasome,42,
P48637,SB590885;GDC-0879;Dabrafenib;Savolitinib,GSS,FALSE,Exosome,23,
P48643,Afatinib;IAP_7638;AZD5582,CCT5,FALSE,Chaperones and folding catalysts,45,
P48681,GDC-0879,NES,FALSE,Cytoskeleton proteins,86,
P48723,Afatinib,HSPA13,FALSE,Chaperones and folding catalysts,99,
P48735,Venetoclax;Ara-G,IDH2,TRUE,Enzymes,70,
P48739,SB590885;Afatinib;Savolitinib,PITPNB,FALSE,none,99,
P49006,SB590885;Afatinib;IAP_7638,MARCKSL1,FALSE,none,13,
P49023,Dabrafenib;PLX-4720,PXN,FALSE,Domain-containing proteins not elsewhere classified,79,
P49116,Ara-G,NR2C2,FALSE,Transcription factors,70,
P49207,IAP_7638;AZD5582,RPL34,FALSE,Ribosome,1,
P49247,Savolitinib,RPIA,FALSE,Enzymes,85,
P49327,SB590885;IAP_7638;AZD5582,FASN,FALSE,Lipid biosynthesis proteins,37,
P49368,Afatinib;IAP_5620;IAP_7638;AZD5582,CCT3,FALSE,Chaperones and folding catalysts,93,
P49406,SB590885;Savolitinib;Afatinib;Ara-G,MRPL19,FALSE,Ribosome,92,
P49458,IAP_5620;TGX221;IAP_7638;AZD5582,SRP9,FALSE,Secretion system,44,
P49593,SB590885;Afatinib;Dabrafenib;PLX-4720,PPM1F,FALSE,Protein phosphatases and associated proteins,23,
P49643,Afatinib,PRIM2,FALSE,DNA replication proteins,51,
P49711,Dabrafenib;TGX221;Venetoclax,CTCF,TRUE,Transcription factors,48,
P49720,AC220;Afatinib,PSMB3,FALSE,Peptidases and inhibitors,38,
P49721,Afatinib,PSMB2,FALSE,Peptidases and inhibitors,77,
P49736,Afatinib,MCM2,FALSE,DNA replication proteins,71,
P49748,Afatinib;IAP_5620;Savolitinib;AZD5582;SB590885;IAP_7638,ACADVL,FALSE,Enzymes,21,
P49750,Dabrafenib;Savolitinib,YLPM1,FALSE,Protein phosphatases and associated proteins,89,
P49755,Afatinib;IAP_5620;AZD5582;PF-06747775;IAP_7638;Crizotinib,TMED10,FALSE,Membrane trafficking,34,
P49770,Capmatinib,EIF2B2,FALSE,Translation factors,45,
P49773,Afatinib;Savolitinib;AZD5582;IAP_7638;Crizotinib,HINT1,FALSE,Exosome,74,
P49790,IAP_5620;Savolitinib;AZD5582;BIX-02188;IAP_7638,NUP153,FALSE,Messenger RNA biogenesis,85,
P49821,SB590885;AC220;WEHI-539;Savolitinib,NDUFV1,FALSE,Enzymes,97,
P49848,Ara-G,TAF6,FALSE,Transcription machinery,8,
P49903,SB590885,SEPHS1,FALSE,Transfer RNA biogenesis,81,
P49916,Venetoclax;TGX221;IAP_7638;Savolitinib,LIG3,FALSE,DNA repair and recombination proteins,26,
P49959,AZD5582,MRE11,FALSE,DNA replication proteins,15,
P50151,Afatinib;IAP_7638;AZD5582,GNG10,FALSE,GTP-binding proteins,35,
P50213,Afatinib;Dabrafenib;Venetoclax,IDH3A,FALSE,Enzymes,55,
P50395,Crizotinib;Afatinib;IAP_7638;AZD5582,GDI2,FALSE,Exosome,10,
P50402,SB590885;AZD5582,EMD,FALSE,none,7,
P50416,PF-06747775;PLX-4720,CPT1A,FALSE,Mitochondrial biogenesis,64,
P50454,WH-4-023;AZD5582;Ponatinib;TGX221;SB590885,SERPINH1,FALSE,Peptidases and inhibitors,4,
P50479,A-1155463,PDLIM4,FALSE,Domain-containing proteins not elsewhere classified,95,
P50552,AZD5582,VASP,FALSE,Cytoskeleton proteins,9,
P50570,IAP_7638;AZD5582,DNM2,FALSE,Membrane trafficking,43,
P50895,Afatinib;Dabrafenib;PF-06747775;GSK429286A,BCAM,FALSE,CD molecules,81,
P50897,AC220,PPT1,FALSE,Lipid biosynthesis proteins,75,
P50990,Afatinib;IAP_7638;AZD5582,CCT8,FALSE,Chaperones and folding catalysts,33,
P50991,Afatinib;IAP_7638;AZD5582,CCT4,FALSE,Chaperones and folding catalysts,64,
P50995,WEHI-539;IAP_7638;AZD5582,ANXA11,FALSE,Secretion system,11,
P51116,Afatinib;PF-06747775;GSK429286A,FXR2,FALSE,Messenger RNA biogenesis,99,
P51148,CAY10566;Dabrafenib;Venetoclax;Crizotinib,RAB5C,FALSE,Membrane trafficking,56,
P51149,GDC-0879;Dabrafenib;PLX-4720;Savolitinib,RAB7A,FALSE,Membrane trafficking,91,
P51159,Afatinib;GDC-0879;AZD5582;PLX-4720;Dabrafenib;SB590885;Ruxolitinib,RAB27A,FALSE,Membrane trafficking,23,
P51397,Savolitinib,DAP,FALSE,none,86,
P51398,SB590885;Afatinib;Savolitinib,DAP3,FALSE,Ribosome,13,
P51452,SB590885;GDC-0879;Dabrafenib;PLX-4720,DUSP3,FALSE,Protein phosphatases and associated proteins,45,
P51532,Dabrafenib;Venetoclax;Ara-G,SMARCA4,TRUE,Transcription machinery,50,
P51553,Dabrafenib,IDH3G,FALSE,Enzymes,56,
P51571,IAP_5620;AZD5582;TGX221;Venetoclax;IAP_7638,SSR4,FALSE,Membrane trafficking,87,
P51572,Afatinib;IAP_5620;AZD5582;Venetoclax;IAP_7638,BCAP31,FALSE,none,48,
P51608,CAY10566,MECP2,FALSE,Chromosome and associated proteins,74,
P51636,AC220,CAV2,FALSE,Membrane trafficking,77,
P51648,Afatinib;Dabrafenib;PF-06747775,ALDH3A2,FALSE,Enzymes,18,
P51649,Dabrafenib;PLX-4720,ALDH5A1,FALSE,Enzymes,43,
P51665,Afatinib;Savolitinib,PSMD7,FALSE,Proteasome,58,
P51688,Dabrafenib,SGSH,FALSE,Enzymes,56,
P51798,Dabrafenib,CLCN7,FALSE,Protein phosphatases and associated proteins,73,
P51858,Crizotinib;IAP_7638;AZD5582,HDGF,FALSE,Glycosaminoglycan binding proteins,86,
P51970,Savolitinib,NDUFA8,FALSE,none,7,
P51991,Dabrafenib;Venetoclax,HNRNPA3,FALSE,Messenger RNA biogenesis,35,
P52209,Savolitinib;Crizotinib,PGD,FALSE,Enzymes,93,
P52272,Dabrafenib;PLX-4720,HNRNPM,FALSE,Spliceosome,75,
P52292,Afatinib;PF-06747775;Temozolomide,KPNA2,FALSE,Chromosome and associated proteins,66,
P52298,Venetoclax,NCBP2,FALSE,Messenger RNA biogenesis,77,
P52434,TGX221,POLR2H,FALSE,Transcription machinery,92,
P52565,GDC-0879;Afatinib;Savolitinib;PLX-4720;Dabrafenib;SB590885;IAP_7638,ARHGDIA,FALSE,Exosome,37,
P52594,Crizotinib;AZD5582,AGFG1,FALSE,Messenger RNA biogenesis,40,
P52597,Afatinib;Savolitinib,HNRNPF,FALSE,Spliceosome,46,
P52701,Venetoclax,MSH6,FALSE,DNA repair and recombination proteins,100,
P52732,Afatinib;Savolitinib,KIF11,FALSE,Chromosome and associated proteins,2,
P52758,Afatinib;PF-06747775,RIDA,FALSE,Enzymes,94,
P52788,GDC-0879;Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885,SMS,FALSE,Enzymes,54,
P52789,Afatinib;Savolitinib;PLX-4720;Dabrafenib;SB590885,HK2,FALSE,Membrane trafficking,57,
P52815,Afatinib;PF-06747775,MRPL12,FALSE,Ribosome,89,
P52888,Afatinib;Savolitinib;Crizotinib,THOP1,FALSE,Peptidases and inhibitors,46,
P52907,Crizotinib;Capmatinib;AZD6094;Savolitinib,CAPZA1,FALSE,Membrane trafficking,47,
P53004,PLX-4720;Crizotinib,BLVRA,FALSE,Enzymes,6,
P53007,Nilotinib,SLC25A1,FALSE,Transporters,82,
P53041,SB590885;Afatinib,PPP5C,FALSE,Protein phosphatases and associated proteins,13,
P53355,GSK690693,DAPK1,FALSE,Protein kinases,92,
P53367,AC220,ARFIP1,FALSE,Membrane trafficking,55,
P53384,WEHI-539,NUBP1,FALSE,none,64,
P53396,GSK429286A;Afatinib;IAP_7638;AZD5582,ACLY,FALSE,Exosome,83,
P53582,Crizotinib;AZD5582,METAP1,FALSE,Peptidases and inhibitors,83,
P53597,Afatinib;PF-06747775,SUCLG1,FALSE,Enzymes,9,
P53618,Afatinib,COPB1,FALSE,Membrane trafficking,27,
P53621,Afatinib;LIMK1 inhibitor BMS4,COPA,FALSE,Membrane trafficking,44,
P53680,SB590885;Dabrafenib,AP2S1,FALSE,Membrane trafficking,35,
P53701,Venetoclax,HCCS,FALSE,Enzymes,55,
P53992,IAP_7638,SEC24C,FALSE,Membrane trafficking,23,
P53999,Afatinib;AZD5582,SUB1,FALSE,Transcription machinery,99,
P54259,Savolitinib,ATN1,FALSE,none,14,
P54578,Afatinib;Savolitinib,USP14,FALSE,Peptidases and inhibitors,46,
P54619,PD173074,PRKAG1,FALSE,none,3,
P54687,Venetoclax,BCAT1,FALSE,Amino acid related enzymes,76,
P54709,SB590885;PLX-4720;AZD5582,ATP1B3,FALSE,CD molecules,94,
P54725,Savolitinib;AZD5582,RAD23A,FALSE,Proteasome,76,
P54727,Crizotinib;IAP_5620;IAP_7638;AZD5582,RAD23B,FALSE,Proteasome,76,
P54819,Dabrafenib,AK2,FALSE,Exosome,63,
P54920,Afatinib,NAPA,FALSE,Membrane trafficking,28,
P55010,Afatinib;AZD5582,EIF5,FALSE,Translation factors,14,
P55011,Afatinib;PF-06747775;GSK429286A,SLC12A2,FALSE,Protein phosphatases and associated proteins,47,
P55036,Afatinib;PLX-4720;Savolitinib,PSMD4,FALSE,Proteasome,77,
P55081,Dabrafenib;AZD5582,MFAP1,FALSE,Spliceosome,50,
P55084,Crizotinib;Savolitinib,HADHB,FALSE,Enzymes,67,
P55145,SB590885;Dabrafenib,MANF,FALSE,Membrane trafficking,83,
P55209,GSK429286A;Afatinib;PF-06747775;AZD5582,NAP1L1,FALSE,Chromosome and associated proteins,98,
P55265,PF-06747775,ADAR,FALSE,Spliceosome,11,
P55735,LIMK1 inhibitor BMS4;IAP_7638;AZD5582,SEC13,FALSE,Messenger RNA biogenesis,64,
P55786,GSK269962A,NPEPPS,FALSE,Peptidases and inhibitors,51,
P55884,Afatinib,EIF3B,FALSE,Messenger RNA biogenesis,80,
P55957,AZD5582,BID,FALSE,none,92,
P56182,SB590885,RRP1,FALSE,Protein phosphatases and associated proteins,20,
P56211,Lapatinib,ARPP19,FALSE,none,92,
P56537,PLX-4720;Dabrafenib;Venetoclax,EIF6,FALSE,Ribosome biogenesis,49,
P56545,Cabozantinib;Imatinib;KIT_5808,CTBP2,FALSE,Membrane trafficking,49,
P56556,SB590885;WH-4-023,NDUFA6,FALSE,none,34,
P56937,IAP_7638;AZD5582,HSD17B7,FALSE,Enzymes,1,
P56962,Afatinib;PF-06747775,STX17,FALSE,Membrane trafficking,57,
P57105,Afatinib;PF-06747775;Savolitinib,SYNJ2BP,FALSE,Membrane trafficking,79,
P57729,SB590885;GDC-0879;Dabrafenib;PLX-4720,RAB38,FALSE,Membrane trafficking,95,
P57740,AZD5582;Savolitinib;Nilotinib;Dabrafenib;SB590885,NUP107,FALSE,Messenger RNA biogenesis,24,
P58107,Afatinib;PF-06747775;GSK429286A,EPPK1,FALSE,none,58,
P58546,Afatinib;GDC-0879;PLX-4720;Dabrafenib;SB590885;IAP_7638,MTPN,FALSE,none,49,
P59780,AZD5582,AP3S2,FALSE,Membrane trafficking,78,
P59998,Dabrafenib,ARPC4,FALSE,Membrane trafficking,9,
P60059,Venetoclax,SEC61G,FALSE,Membrane trafficking,73,
P60174,Afatinib;AZD5582;Savolitinib;PLX-4720;IAP_7638;Crizotinib,TPI1,FALSE,Exosome,74,
P60228,Afatinib;PF-06747775;AZD5582,EIF3E,FALSE,Translation factors,23,
P60468,IAP_7638;Venetoclax;AZD5582,SEC61B,FALSE,Membrane trafficking,58,
P60660,WH-4-023;TGX221,MYL6,FALSE,Cytoskeleton proteins,37,
P60842,Afatinib;PF-06747775;LIMK1 inhibitor BMS4,EIF4A1,FALSE,Messenger RNA biogenesis,73,
P60866,Afatinib;AZD5582;PLX-4720;WEHI-539;IAP_7638,RPS20,FALSE,Ribosome,42,
P60891,IAP_7638;AZD5582,PRPS1,FALSE,Enzymes,46,
P60900,Afatinib;Savolitinib;Crizotinib,PSMA6,FALSE,Peptidases and inhibitors,7,
P60903,SB590885,S100A10,FALSE,Exosome,44,
P60981,Savolitinib;Dabrafenib;IAP_7638;AZD5582,DSTN,FALSE,Cytoskeleton proteins,36,
P60983,Afatinib;Crizotinib,GMFB,FALSE,none,78,
P61011,Afatinib;IAP_7638;AZD5582,SRP54,FALSE,Secretion system,66,
