nodeID;display name;name;shared name;canonical name;database identifier;description;node type;species;keggID;BRITEClass;number_of_nodes;number_of_edges;average_degree;degree_1_alters;degree_2_alters
147116;yfcF;511145.b2301;511145.b2301;P77544;511145.b2301;Glutathione S-transferase, Exhibits glutathione (GSH) S-transferase activity toward 1- chloro-2,4-dinitrobenzene (CDNB), however this activity is as low as 1% of that of GstA. Also displays a GSH-dependent peroxidase activity toward cumene hydroperoxide. Is involved in defense against oxidative stress, probably via its peroxidase activity.;protein;Escherichia coli K12;eco:b2301;Transporters;92.0;396.0;4.304347826086956;10.0;81.0
143723;yfcG;511145.b2302;511145.b2302;P77526;511145.b2302;GSH-dependent disulfide bond oxidoreductase, Exhibits a very robust glutathione (GSH)-dependent disulfide- bond reductase activity toward the model substrate, 2-hydroxyethyl disulfide, the actual physiological substrates are not known. Has also a low GSH-dependent hydroperoxidase activity toward cumene hydroperoxide, but does not reduce H(2)O(2), tert-butyl hydroperoxide, benzyl peroxide, or lauroyl peroxide. Exhibits little or no GSH transferase activity with most typical electrophilic substrates, and has no detectable transferase activity using glutathionylspermidine (GspSH) as the nucleophilic substrate. Is involved in defense against oxidative stress, probably via its peroxidase activity. , Belongs to the GST superfamily. Nu-class GSH transferase family.;protein;Escherichia coli K12;eco:b2302;none;36.0;84.0;2.3333333333333335;5.0;30.0
144662;folX;511145.b2303;511145.b2303;P0AC19;511145.b2303;D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase, Catalyzes the epimerization of carbon 2' of the side chain of 7,8-dihydroneopterin triphosphate (H2NTP) to form 7,8-dihydromonapterin triphosphate (H2MTP) . Is required for tetrahydromonapterin biosynthesis, a major pterin in E.coli .;protein;Escherichia coli K12;eco:b2303;Enzymes;121.0;472.0;3.9008264462809916;10.0;110.0
152951;yfcH;511145.b2304;511145.b2304;P77775;511145.b2304;Putative sugar nucleotide epimerase, Belongs to the NAD(P)-dependent epimerase/dehydratase family. SDR39U1 subfamily.;protein;Escherichia coli K12;eco:b2304;none;222.0;3710.0;16.71171171171171;19.0;202.0
148751;yfcI;511145.b2305;511145.b2305;P77768;511145.b2305;Transposase_31 family protein, A low activity DNA endonuclease yielding 3'-hydroxyl ends (Probable). Upon expression enhances RecA-independent DNA recombination 19-fold, concomitantly reducing viability by 98% and inducing DNA damage as measured by induction of the SOS repair response. , Belongs to the Rpn/YhgA-like nuclease family.;protein;Escherichia coli K12;eco:b2305;DNA repair and recombination proteins;1.0;0.0;0.0;0.0;0.0
150509;hisP;511145.b2306;511145.b2306;P07109;511145.b2306;Histidine ABC transporter ATPase, Part of the histidine permease ABC transporter. Also part of a lysine/arginine/ornithine transporter. Responsible for energy coupling to the transport system (By similarity).;protein;Escherichia coli K12;eco:b2306;Transporters;142.0;900.0;6.338028169014085;28.0;113.0
152957;hisM;511145.b2307;511145.b2307;P0AEU3;511145.b2307;Histidine ABC transporter permease, Part of the histidine permease ABC transporter. Also part of a lysine/arginine/ornithine transporter. Probably responsible for the translocation of the substrate across the membrane. Required to relay the ATPase-inducing signal from the solute-binding protein to HisP (By similarity).;protein;Escherichia coli K12;eco:b2307;Transporters;68.0;355.0;5.220588235294118;15.0;52.0
153431;hisQ;511145.b2308;511145.b2308;P52094;511145.b2308;Histidine ABC transporter permease, Part of the histidine permease ABC transporter. Also part of a lysine/arginine/ornithine transporter. Probably responsible for the translocation of the substrate across the membrane. Required to relay the ATPase-inducing signal from the solute-binding protein to HisP (By similarity).;protein;Escherichia coli K12;eco:b2308;Transporters;69.0;361.0;5.231884057971015;17.0;51.0
145355;hisJ;511145.b2309;511145.b2309;P0AEU0;511145.b2309;Histidine ABC transporter periplasmic binding protein, Part of the histidine permease ABC transporter. Binds histidine. Interacts with HisQMP and stimulates ATPase activity of HisP, which results in histidine translocation (By similarity).;protein;Escherichia coli K12;eco:b2309;Transporters;107.0;901.0;8.42056074766355;20.0;86.0
155357;argT;511145.b2310;511145.b2310;P09551;511145.b2310;Lysine/arginine/ornithine transporter subunit, Part of an ABC transporter involved in lysine, arginine and ornithine transport. Stimulates ATPase activity of HisP (By similarity).;protein;Escherichia coli K12;eco:b2310;Transporters;126.0;785.0;6.23015873015873;25.0;100.0
147095;ubiX;511145.b2311;511145.b2311;P0AG03;511145.b2311;3-octaprenyl-4-hydroxybenzoate carboxy-lyase, Flavin prenyltransferase that catalyzes the synthesis of the prenylated FMN cofactor (prenyl-FMN) for 4-hydroxy-3-polyprenylbenzoic acid decarboxylase UbiD. The prenyltransferase is metal-independent and links a dimethylallyl moiety from dimethylallyl monophosphate (DMAP) to the flavin N5 and C6 atoms of FMN (By similarity). Acts in concert with UbiD to perform the decarboxylation of 4-hydroxy-3-octaprenyl-benzoate, a step in the biosynthesis of coenzyme Q (PubMed:16923914, PubMed:17889824), Belongs to the UbiX/PAD1 family.;protein;Escherichia coli K12;eco:b2311;Enzymes;27.0;74.0;2.740740740740741;6.0;20.0
144992;purF;511145.b2312;511145.b2312;P0AG16;511145.b2312;Amidophosphoribosyltransferase, Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine. Can also use NH(3) in place of glutamine.;protein;Escherichia coli K12;eco:b2312;Peptidases and inhibitors;377.0;3129.0;8.29973474801061;37.0;339.0
150923;cvpA;511145.b2313;511145.b2313;P08550;511145.b2313;Colicin V production protein, Required for colicin V production from plasmid IncFI ColV3- K30.;protein;Escherichia coli K12;eco:b2313;none;81.0;465.0;5.7407407407407405;10.0;70.0
150830;dedD;511145.b2314;511145.b2314;P09549;511145.b2314;Membrane-anchored periplasmic protein involved in septation, Non-essential cell division protein that could be required for efficient cell constriction, Belongs to the DedD family.;protein;Escherichia coli K12;eco:b2314;none;139.0;703.0;5.057553956834532;9.0;129.0
146348;folC;511145.b2315;511145.b2315;P08192;511145.b2315;Bifunctional folylpolyglutamate synthase/ dihydrofolate synthase, Functions in two distinct reactions of the de novo folate biosynthetic pathway. Catalyzes the addition of a glutamate residue to dihydropteroate (7,8-dihydropteroate or H2Pte) to form dihydrofolate (7,8-dihydrofolate monoglutamate or H2Pte-Glu). Also catalyzes successive additions of L-glutamate to tetrahydrofolate or 10- formyltetrahydrofolate or 5,10-methylenetetrahydrofolate, leading to folylpolyglutamate derivatives.;protein;Escherichia coli K12;eco:b2315;Enzymes;222.0;1425.0;6.418918918918919;15.0;206.0
146777;accD;511145.b2316;511145.b2316;P0A9Q5;511145.b2316;acetyl-CoA carboxylase, beta (carboxyltransferase) subunit, Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA, Belongs to the AccD/PCCB family.;protein;Escherichia coli K12;eco:b2316;Enzymes;428.0;3739.0;8.735981308411215;41.0;386.0
152966;dedA;511145.b2317;511145.b2317;P0ABP6;511145.b2317;DedA family inner membrane protein;protein;Escherichia coli K12;eco:b2317;none;59.0;453.0;7.677966101694915;2.0;56.0
144896;truA;511145.b2318;511145.b2318;P07649;511145.b2318;tRNA pseudouridine(38-40) synthase, Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs.;protein;Escherichia coli K12;eco:b2318;Transfer RNA biogenesis;289.0;5884.0;20.359861591695502;20.0;268.0
152963;usg;511145.b2319;511145.b2319;P08390;511145.b2319;Putative semialdehyde dehydrogenase, Putative PTS system enzyme II A component;protein;Escherichia coli K12;eco:b2319;none;80.0;419.0;5.2375;3.0;76.0
143585;pdxB;511145.b2320;511145.b2320;P05459;511145.b2320;Erythronate-4-phosphate dehydrogenase, Catalyzes the oxidation of erythronate-4-phosphate to 3- hydroxy-2-oxo-4-phosphonooxybutanoate, Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family. PdxB subfamily.;protein;Escherichia coli K12;eco:b2320;Enzymes;69.0;247.0;3.579710144927536;5.0;63.0
152942;flk;511145.b2321;511145.b2321;P15286;511145.b2321;Putative flagella assembly protein, Acts as a regulator of flagellar gene expression by modulating the protein level of the anti sigma factor FlgM upon sensing ring completion or hook elongation. Flk could inhibit FlgM secretion by acting as a braking system for the flagellar-associated type III secretion (T3S) system. Plays a role in hindering to flip the flagellar T3S specificity switch from the rod and hook-type substrates to filament-type substrates prior to hook-basal body (HBB) completion possibly by preventing interaction of FliK with FlhB (By similarity).;protein;Escherichia coli K12;eco:b2321;none;17.0;42.0;2.4705882352941178;3.0;13.0
152960;yfcJ;511145.b2322;511145.b2322;P77549;511145.b2322;Putative arabinose efflux transporter, Overexpression has no effect on intracellular arabinose concentrations.;protein;Escherichia coli K12;eco:b2322;none;6.0;5.0;0.8333333333333334;2.0;3.0
144875;fabB;511145.b2323;511145.b2323;P0A953;511145.b2323;3-oxoacyl-[acyl-carrier-protein] synthase I, Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Specific for elongation from C-10 to unsaturated C-16 and C-18 fatty acids, Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family.;protein;Escherichia coli K12;eco:b2323;Lipid biosynthesis proteins;248.0;1762.0;7.104838709677419;24.0;223.0
144068;mnmC;511145.b2324;511145.b2324;P77182;511145.b2324;tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC, Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34, In the N-terminal section, belongs to the methyltransferase superfamily. tRNA (mnm(5)s(2)U34)-methyltransferase family.;protein;Escherichia coli K12;eco:b2324;Transfer RNA biogenesis;52.0;145.0;2.7884615384615383;6.0;45.0
152972;yfcL;511145.b2325;511145.b2325;P64540;511145.b2325;Uncharacterized protein;protein;Escherichia coli K12;eco:b2325;none;53.0;156.0;2.943396226415094;6.0;46.0
143780;epmC;511145.b2326;511145.b2326;P76938;511145.b2326;Elongation Factor P Lys34 hydroxylase, Is involved in the final hydroxylation step of the post- translational modification of translation elongation factor P (EF-P) on 'Lys-34'. Acts after beta-lysylation of 'Lys-34' by EpmA and EpmB. EpmC adds an oxygen atom to the C5 position of 'Lys-34' and does not modify the added beta-lysine.;protein;Escherichia coli K12;eco:b2326;Translation factors;114.0;1947.0;17.07894736842105;8.0;105.0
152975;yfcA;511145.b2327;511145.b2327;P0AD30;511145.b2327;TauE/TSUP family inner membrane protein, Putative structural protein;protein;Escherichia coli K12;eco:b2327;none;47.0;210.0;4.468085106382978;5.0;41.0
146225;mepA;511145.b2328;511145.b2328;P0C0T5;511145.b2328;Murein DD-endopeptidase, Murein endopeptidase that cleaves the D-alanyl-meso-2,6- diamino-pimelyl amide bond that connects peptidoglycan strands. Likely plays a role in the removal of murein from the sacculus and could also play a role in the integration of nascent murein strands into the sacculus.;protein;Escherichia coli K12;eco:b2328;Peptidases and inhibitors;84.0;376.0;4.476190476190476;6.0;77.0
149708;aroC;511145.b2329;511145.b2329;P12008;511145.b2329;Chorismate synthase, Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system. It uses NADPH to reduce FMN. ECO:0000269|PubMed:11034781, ECO:0000269|PubMed:2969724, ECO:0000269|PubMed:7848266, ECO:0000269|PubMed:7978236,;protein;Escherichia coli K12;eco:b2329;Enzymes;407.0;3279.0;8.056511056511056;34.0;372.0
146735;prmB;511145.b2330;511145.b2330;P39199;511145.b2330;N5-glutamine methyltransferase, Specifically methylates the 50S ribosomal protein L3 on 'Gln- 150'. Does not methylate the translation termination release factors RF1 and RF2, Belongs to the protein N5-glutamine methyltransferase family. PrmB subfamily.;protein;Escherichia coli K12;eco:b2330;Ribosome biogenesis;126.0;2334.0;18.523809523809526;5.0;120.0
150746;smrB;511145.b2331;511145.b2331;P0A8B2;511145.b2331;Putative DNA endonuclease, Belongs to the UPF0115 family.;protein;Escherichia coli K12;eco:b2331;none;243.0;5956.0;24.51028806584362;53.0;189.0
152759;yfcO;511145.b2332;511145.b2332;P76498;511145.b2332;DUF2544 family putative outer membrane protein, Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes, To S.typhimurium YadU.;protein;Escherichia coli K12;eco:b2332;none;16.0;28.0;1.75;4.0;11.0
152954;yfcP;511145.b2333;511145.b2333;P76499;511145.b2333;Putative fimbrial-like adhesin protein, Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes.;protein;Escherichia coli K12;eco:b2333;none;29.0;127.0;4.379310344827586;7.0;21.0
152945;yfcQ;511145.b2334;511145.b2334;P76500;511145.b2334;Putative fimbrial-like adhesin protein, Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes.;protein;Escherichia coli K12;eco:b2334;none;19.0;38.0;2.0;5.0;13.0
152984;yfcR;511145.b2335;511145.b2335;P76501;511145.b2335;Putative fimbrial-like adhesin protein, Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes.;protein;Escherichia coli K12;eco:b2335;none;16.0;28.0;1.75;4.0;11.0
152510;yfcS;511145.b2336;511145.b2336;P77599;511145.b2336;Putative periplasmic pilin chaperone, Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes.;protein;Escherichia coli K12;eco:b2336;Secretion system;42.0;181.0;4.309523809523809;12.0;29.0
155453;yfcV;511145.b2339;511145.b2339;P77288;511145.b2339;Uncharacterized fimbrial-like protein YfcV, Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes.;protein;Escherichia coli K12;eco:b2339;none;133.0;1898.0;14.270676691729323;4.0;128.0
146267;sixA;511145.b2340;511145.b2340;P76502;511145.b2340;Phosphohistidine phosphatase, Exhibits phosphohistidine phosphatase activity towards the HPt domain of the ArcB sensor involved in the multistep His-Asp phosphorelay.;protein;Escherichia coli K12;eco:b2340;none;100.0;456.0;4.56;4.0;95.0
143606;fadJ;511145.b2341;511145.b2341;P77399;511145.b2341;enoyl-CoA hydratase/epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase, Catalyzes the formation of a hydroxyacyl-CoA by addition of water on enoyl-CoA. Also exhibits 3-hydroxyacyl-CoA epimerase and 3- hydroxyacyl-CoA dehydrogenase activities. Strongly involved in the anaerobic degradation of long and medium-chain fatty acids in the presence of nitrate and weakly involved in the aerobic degradation of long-chain fatty acids, In the N-terminal section, belongs to the enoyl-CoA hydratase/isomerase family.;protein;Escherichia coli K12;eco:b2341;Enzymes;254.0;1830.0;7.2047244094488185;32.0;221.0
146882;fadI;511145.b2342;511145.b2342;P76503;511145.b2342;beta-ketoacyl-CoA thiolase, anaerobic, subunit, Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed. Strongly involved in the anaerobic degradation of long and medium-chain fatty acids in the presence of nitrate and weakly involved in the aerobic degradation of long-chain fatty acids. , Belongs to the thiolase-like superfamily. Thiolase family.;protein;Escherichia coli K12;eco:b2342;Enzymes;301.0;2603.0;8.647840531561462;31.0;269.0
155108;yfcZ;511145.b2343;511145.b2343;P0AD33;511145.b2343;UPF0381 family protein, Belongs to the UPF0381 family.;protein;Escherichia coli K12;eco:b2343;none;10.0;18.0;1.8;1.0;8.0
146165;fadL;511145.b2344;511145.b2344;P10384;511145.b2344;Long-chain fatty acid outer membrane transporter, Involved in translocation of long-chain fatty acids across the outer membrane. It is a receptor for the bacteriophage T2. FadL may form a specific channel, Belongs to the OmpP1/FadL family.;protein;Escherichia coli K12;eco:b2344;Transporters;237.0;2494.0;10.523206751054852;15.0;221.0
152987;yfdF;511145.b2345;511145.b2345;P76505;511145.b2345;Protein involved in DNA metabolic process;protein;Escherichia coli K12;eco:b2345;none;11.0;15.0;1.3636363636363635;4.0;6.0
151460;mlaA;511145.b2346;511145.b2346;P76506;511145.b2346;ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component, Involved in a phospholipid transport pathway that maintains lipid asymmetry in the outer membrane by retrograde trafficking of phospholipids from the outer membrane to the inner membrane. , Belongs to the MlaA family.;protein;Escherichia coli K12;eco:b2346;none;90.0;394.0;4.377777777777778;10.0;79.0
150695;yfdC;511145.b2347;511145.b2347;P37327;511145.b2347;Putative transport protein;protein;Escherichia coli K12;eco:b2347;none;3.0;2.0;0.6666666666666666;1.0;1.0
148268;intS;511145.b2349;511145.b2349;P37326;511145.b2349;CPS-53 (KpLE1) prophage, Integrase is necessary for integration of the phage into the host genome by site-specific recombination. In conjunction with excisionase, integrase is also necessary for excision of the prophage from the host genome.;protein;Escherichia coli K12;eco:b2349;none;12.0;16.0;1.3333333333333333;4.0;7.0
155114;gtrA;511145.b2350;511145.b2350;P77682;511145.b2350;CPS-53 (KpLE1) prophage, Involved in O antigen modification. Involved in the translocation of bactoprenol-linked glucose across the cytoplasmic membrane (By similarity), Belongs to the GtrA family.;protein;Escherichia coli K12;eco:b2350;none;9.0;10.0;1.1111111111111112;3.0;5.0
146966;gtrB;511145.b2351;511145.b2351;P77293;511145.b2351;CPS-53 (KpLE1) prophage, Involved in O antigen modification. Catalyzes the transfer of the glucose residue from UDP-glucose to a lipid carrier (By similarity).;protein;Escherichia coli K12;eco:b2351;Lipopolysaccharide biosynthesis proteins;27.0;112.0;4.148148148148148;3.0;23.0
152990;gtrS;511145.b2352;511145.b2352;P76507;511145.b2352;Serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage, Putative ligase;protein;Escherichia coli K12;eco:b2352;none;10.0;16.0;1.6;3.0;6.0
155117;yfdK;511145.b2354;511145.b2354;P77656;511145.b2354;Uncharacterized protein YfdK, Pseudogene, CPS-53 (KpLE1) prophage, tail fiber assembly protein fragment,Phage or Prophage Related, To E.coli YmfS.;protein;Escherichia coli K12;eco:b2354;none;14.0;28.0;2.0;5.0;8.0
152513;yfdN;511145.b2357;511145.b2357;P76510;511145.b2357;Uncharacterized protein YfdN, CPS-53 (KpLE1) prophage, putative methyltransferase,Phage or Prophage Related;protein;Escherichia coli K12;eco:b2357;none;1.0;0.0;0.0;0.0;0.0
151451;yfdP;511145.b2359;511145.b2359;P76512;511145.b2359;Uncharacterized protein YfdP, Pseudogene, CPS-53 (KpLE1) prophage, bacteriophage replication protein O family,Phage or Prophage Related, To phage T4 y06Q.;protein;Escherichia coli K12;eco:b2359;none;12.0;22.0;1.8333333333333333;6.0;5.0
152993;yfdQ;511145.b2360;511145.b2360;P76513;511145.b2360;CPS-53 (KpLE1) prophage, uncharacterized protein;protein;Escherichia coli K12;eco:b2360;none;9.0;19.0;2.111111111111111;4.0;4.0
153008;yfdR;511145.b2361;511145.b2361;P76514;511145.b2361;CPS-53 (KpLE1) prophage, conserved protein;protein;Escherichia coli K12;eco:b2361;Enzymes;29.0;120.0;4.137931034482759;6.0;22.0
152525;yfdS;511145.b2362;511145.b2362;P76515;511145.b2362;CPS-53 (KpLE1) prophage, uncharacterized protein, To the N-terminal region of phage HK97/HK620 Gp37/hpaH.;protein;Escherichia coli K12;eco:b2362;none;12.0;22.0;1.8333333333333333;6.0;5.0
153014;yfdT;511145.b2363;511145.b2363;P76516;511145.b2363;CPS-53 (KpLE1) prophage, uncharacterized protein;protein;Escherichia coli K12;eco:b2363;none;12.0;22.0;1.8333333333333333;6.0;5.0
155129;dsdC;511145.b2364;511145.b2364;P46068;511145.b2364;Dsd operon activator, Regulates the expression of the dsdX-dsdA operon.;protein;Escherichia coli K12;eco:b2364;Transcription factors;14.0;58.0;4.142857142857143;1.0;12.0
155438;dsdX;511145.b2365;511145.b2365;P08555;511145.b2365;D-serine transporter, A D-serine-specific transporter, may function as a H(+) symporter.;protein;Escherichia coli K12;eco:b2365;Transporters;16.0;60.0;3.75;2.0;13.0
149561;dsdA;511145.b2366;511145.b2366;P00926;511145.b2366;D-serine dehydratase (deaminase), Protein involved in cellular amino acid catabolic process;protein;Escherichia coli K12;eco:b2366;Enzymes;121.0;815.0;6.735537190082645;13.0;107.0
153011;emrY;511145.b2367;511145.b2367;P52600;511145.b2367;Putative multidrug efflux system, Part of the tripartite efflux system EmrYK-TolC, which confers resistance to various drugs.;protein;Escherichia coli K12;eco:b2367;Transporters;79.0;365.0;4.620253164556962;13.0;65.0
153023;emrK;511145.b2368;511145.b2368;P52599;511145.b2368;Multidrug resistance efflux pump membrane fusion protein, Part of the tripartite efflux system EmrYK-TolC, which confers resistance to various drugs.;protein;Escherichia coli K12;eco:b2368;none;110.0;465.0;4.2272727272727275;25.0;84.0
149426;evgA;511145.b2369;511145.b2369;P0ACZ4;511145.b2369;Response regulator in two-component regulatory system with EvgS, Member of the two-component regulatory system EvgS/EvgA. Regulates the expression of emrKY operon and yfdX. Seems also to control expression of at least one other multidrug efflux operon.;protein;Escherichia coli K12;eco:b2369;Two-component system;99.0;432.0;4.363636363636363;12.0;86.0
147485;evgS;511145.b2370;511145.b2370;P30855;511145.b2370;Hybrid sensory histidine kinase in two-component regulatory system with EvgA, Member of the two-component regulatory system EvgS/EvgA. Phosphorylates EvgA via a four-step phosphorelay in response to environmental signals.;protein;Escherichia coli K12;eco:b2370;Protein kinases;252.0;1985.0;7.876984126984127;21.0;230.0
147746;yfdE;511145.b2371;511145.b2371;P76518;511145.b2371;acetyl-CoA:oxalate CoA-transferase, Involved in the catabolism of oxalate and in the adapatation to low pH. ACOCT serves to prime the oxalate-induced acid tolerance response (ATR) cycle by producing substrate for oxalyl-CoA decarboxylase (OXC) and formyl-coenzyme A transferase (FCOCT). Catalyzes the reversible conversion of acetyl-CoA and oxalate to oxalyl-CoA and acetate. It can also use formyl-CoA and oxalate to produce oxalyl-CoA and formate with significantly reduced specific activity.;protein;Escherichia coli K12;eco:b2371;Enzymes;41.0;174.0;4.2439024390243905;8.0;32.0
155456;yfdV;511145.b2372;511145.b2372;P0AA49;511145.b2372;Putative receptor protein;protein;Escherichia coli K12;eco:b2372;Transporters;89.0;751.0;8.438202247191011;8.0;80.0
148418;oxc;511145.b2373;511145.b2373;P0AFI0;511145.b2373;Oxalyl CoA decarboxylase, ThDP-dependent, Involved in the catabolism of oxalate and in the adapatation to low pH via the induction of the oxalate-dependent acid tolerance response (ATR). Catalyzes the decarboxylation of oxalyl-CoA to yield carbon dioxide and formyl-CoA, Belongs to the TPP enzyme family.;protein;Escherichia coli K12;eco:b2373;Enzymes;72.0;456.0;6.333333333333333;9.0;62.0
145958;frc;511145.b2374;511145.b2374;P69902;511145.b2374;formyl-CoA transferase, NAD(P)-binding, Involved in the catabolism of oxalate and in the adapatation to low pH via the induction of the oxalate-dependent acid tolerance response (ATR). Catalyzes the transfer of the CoA moiety from formyl- CoA to oxalate. It can also use succinate as an acceptor.;protein;Escherichia coli K12;eco:b2374;Enzymes;42.0;179.0;4.261904761904762;8.0;33.0
155450;yfdX;511145.b2375;511145.b2375;P76520;511145.b2375;Uncharacterized protein;protein;Escherichia coli K12;eco:b2375;none;42.0;165.0;3.9285714285714284;9.0;32.0
155447;ypdI;511145.b2376;511145.b2376;O32528;511145.b2376;Putative lipoprotein involved in colanic acid biosynthesis;protein;Escherichia coli K12;eco:b2376;none;10.0;26.0;2.6;1.0;8.0
155153;yfdY;511145.b2377;511145.b2377;P76521;511145.b2377;DUF2545 family putative inner membrane protein;protein;Escherichia coli K12;eco:b2377;none;3.0;2.0;0.6666666666666666;1.0;1.0
146906;lpxP;511145.b2378;511145.b2378;P0ACV2;511145.b2378;Palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase, Catalyzes the transfer of palmitoleate from palmitoleoyl-acyl carrier protein (ACP) to Kdo(2)-lipid IV(A) to form Kdo(2)- (palmitoleoyl)-lipid IV(A). Required for the biosynthesis of a distinct molecular species of lipid A, which is present only in cells grown at low temperatures. It may confer a selective advantage to cells growing at lower temperatures by making the outer membrane a more effective barrier to harmful chemicals.;protein;Escherichia coli K12;eco:b2378;Lipopolysaccharide biosynthesis proteins;92.0;390.0;4.239130434782608;12.0;79.0
147146;alaC;511145.b2379;511145.b2379;P77434;511145.b2379;Glutamate-pyruvate aminotransferase, Involved in the biosynthesis of alanine.;protein;Escherichia coli K12;eco:b2379;Amino acid related enzymes;8.0;14.0;1.75;1.0;6.0
147488;ypdA;511145.b2380;511145.b2380;P0AA93;511145.b2380;Sensor kinase regulating yhjX, Member of the two-component regulatory system YpdA/YpdB, which is part of a nutrient-sensing regulatory network composed of YpdA/YpdB, the high-affinity pyruvate signaling system BtsS/BtsR and their respective target proteins, YhjX and BtsT. YpdA activates YpdB by phosphorylation in response to high concentrations of extracellular pyruvate. Activation of the YpdA/YpdB signaling cascade also promotes BtsS/BtsR-mediated btsT expression.;protein;Escherichia coli K12;eco:b2380;Protein kinases;11.0;19.0;1.7272727272727273;4.0;6.0
153572;ypdB;511145.b2381;511145.b2381;P0AE39;511145.b2381;Response regulator activating yhjX, Member of the two-component regulatory system YpdA/YpdB, which is part of a nutrient-sensing regulatory network composed of YpdA/YpdB, the high-affinity pyruvate signaling system BtsS/BtsR and their respective target proteins, YhjX and BtsT. YpdB regulates expression of yhjX by binding to its promoter region. Activation of the YpdA/YpdB signaling cascade also promotes BtsS/BtsR-mediated btsT expression.;protein;Escherichia coli K12;eco:b2381;Two-component system;11.0;19.0;1.7272727272727273;4.0;6.0
153035;ypdC;511145.b2382;511145.b2382;P77396;511145.b2382;Putative ARAC-type regulatory protein, Protein involved in transcription activator activity and transcription;protein;Escherichia coli K12;eco:b2382;none;42.0;117.0;2.7857142857142856;4.0;37.0
147212;fryA;511145.b2383;511145.b2383;P77439;511145.b2383;Putative PTS enzyme: Hpr, enzyme I and IIA components, Multifunctional protein that includes general (non sugar- specific) and sugar-specific components of the phosphoenolpyruvate- dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II FryABC PTS system is involved in fructose transport.;protein;Escherichia coli K12;eco:b2383;Transporters;167.0;831.0;4.976047904191617;18.0;148.0
149018;ypdE;511145.b2384;511145.b2384;P77585;511145.b2384;Aminopeptidase, Has a broad aminopeptidase activity on non-blocked peptides by progressively cleaving amino acids off the peptide substrate. Aminopeptidase activity stops at the residue before the first proline in the peptide. Cannot cleave when proline is the first N-terminal residue.;protein;Escherichia coli K12;eco:b2384;none;42.0;165.0;3.9285714285714284;4.0;37.0
149021;ypdF;511145.b2385;511145.b2385;P76524;511145.b2385;Xaa-Pro aminopeptidase, Hydrolyzes the N-terminal methionine when the next amino acid is alanine, proline or serine. The substrate preference for methionyl aminopeptidase activity is Pro > Ala > Ser. Also able to hydrolyze the Xaa-Pro peptide bond when the first amino acid is alanine, asparagine or methionine.;protein;Escherichia coli K12;eco:b2385;Peptidases and inhibitors;29.0;100.0;3.4482758620689653;4.0;24.0
