nodeID,drug_name,x_id,cancer_gene,brite
P38159,SB590885;GDC-0879;Dabrafenib;PLX-4720,RBMX,False,Spliceosome
P38432,Dabrafenib;Savolitinib,COIL,False,Spliceosome
P38606,Afatinib;GDC-0879;IAP_5620;PLX-4720;Dabrafenib;SB590885;IAP_7638,ATP6V1A,False,Enzymes
P38919,SB590885;Dabrafenib;PLX-4720,EIF4A3,False,Messenger RNA biogenesis
P39019,Afatinib;AZD5582;PLX-4720;WEHI-539;Dabrafenib;Crizotinib,RPS19,False,Ribosome
P39023,SB590885;Afatinib;GSK429286A;AZD5582,RPL3,False,Ribosome
P39656,IAP_5620;AZD5582;Savolitinib;AC220;IAP_7638;Crizotinib,DDOST,False,none
P39687,WH-4-023;Afatinib;IAP_5620;AZD5582;TGX221;SB590885;IAP_7638;Crizotinib,ANP32A,False,Messenger RNA biogenesis
P39748,Afatinib;IAP_7638;AZD5582,FEN1,False,DNA replication proteins
P39880,Imatinib,CUX1,True,none
P40121,SB590885;Dabrafenib;PLX-4720,CAPG,False,Cytoskeleton proteins
P40189,Savolitinib,IL6ST,False,Cytokine receptors
P40227,Afatinib;IAP_5620;IAP_7638;AZD5582,CCT6A,False,Chaperones and folding catalysts
P40429,Savolitinib;AZD5582,RPL13A,False,Ribosome
P40855,SB590885;GDC-0879,PEX19,False,none
P40925,Afatinib;GDC-0879;AZD5582;Savolitinib;PLX-4720;Dabrafenib;SB590885;IAP_7638;Crizotinib,MDH1,False,Enzymes
P40926,SB590885;AZD4547;PF-06747775,MDH2,False,Enzymes
P40938,Savolitinib;Ara-G,RFC3,False,DNA replication proteins
P40939,Savolitinib,HADHA,False,Enzymes
P41214,Savolitinib,EIF2D,False,Translation factors
P41219,Savolitinib,PRPH,False,Cytoskeleton proteins
P41227,Afatinib,NAA10,False,Chromosome and associated proteins
P41240,SB590885;Afatinib;Dabrafenib;PLX-4720,CSK,False,Protein kinases
P42126,Afatinib;PLX-4720;Dabrafenib;Nilotinib;PF-06747775;LIMK1 inhibitor BMS4,ECI1,False,Enzymes
P42166,Dabrafenib;PLX-4720,TMPO,False,none
P42285,SB590885,MTREX,False,Messenger RNA biogenesis
P42574,AZD5582,CASP3,False,Peptidases and inhibitors
P42677,AZD5582,RPS27,False,Ribosome
P42704,Afatinib;PF-06747775;Savolitinib,LRPPRC,True,Mitochondrial biogenesis
P42765,Afatinib;Venetoclax,ACAA2,False,Enzymes
P42766,Afatinib;CAY10566;WEHI-539;AZD5582,RPL35,False,Ribosome
P43007,SB590885;GDC-0879;Dabrafenib;PLX-4720,SLC1A4,False,Transporters
P43034,Afatinib,PAFAH1B1,False,Chromosome and associated proteins
P43155,CAY10566,CRAT,False,none
P43243,Dabrafenib,MATR3,False,Spliceosome
P43246,Afatinib;Venetoclax,MSH2,False,DNA repair and recombination proteins
P43304,Afatinib;Axitinib;Pemetrexed;GSK429286A;CAY10566;PF-06747775;AZD4547;Ara-G,GPD2,False,Enzymes
P43358,AZD5582,MAGEA4,False,Domain-containing proteins not elsewhere classified
P43363,Afatinib,MAGEA10,False,Domain-containing proteins not elsewhere classified
P43487,Afatinib;AZD5582;Savolitinib;TGX221;SB590885;IAP_7638,RANBP1,False,none
P43490,GDC-0879;Dabrafenib;PLX-4720,NAMPT,False,Enzymes
P43686,Afatinib;PLX-4720;LIMK1 inhibitor BMS4;Savolitinib,PSMC4,False,Proteasome
P45877,SB590885;A-1155463,PPIC,False,Chaperones and folding catalysts
P45973,GDC-0879;Dabrafenib;Venetoclax;PLX-4720,CBX5,False,Chromosome and associated proteins
P45974,Afatinib;IAP_5620;IAP_7638;AZD5582,USP5,False,Peptidases and inhibitors
P45985,Savolitinib,MAP2K4,True,Protein kinases
P46013,PF-06747775;AZD5582,MKI67,False,Protein phosphatases and associated proteins
P46063,Afatinib;Dabrafenib;PLX-4720,RECQL,False,DNA repair and recombination proteins
P46087,Afatinib,NOP2,False,Ribosome biogenesis
P46109,SB590885;Afatinib,CRKL,False,none
P46199,Afatinib;AZD4547;PD173074;PF-06747775,MTIF2,False,Translation factors
P46459,Afatinib;Cetuximab,NSF,False,Membrane trafficking
P46776,Afatinib;WEHI-539;AZD5582,RPL27A,False,Ribosome
P46777,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;LIMK1 inhibitor BMS4,RPL5,False,Protein phosphatases and associated proteins
P46778,Afatinib;AZD5582;PLX-4720;Dabrafenib;LIMK1 inhibitor BMS4,RPL21,False,Ribosome
P46779,Afatinib;IAP_7638;AZD5582,RPL28,False,Ribosome
P46781,Afatinib,RPS9,False,Ribosome
P46782,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;A-1155463;Crizotinib,RPS5,False,Ribosome
P46783,Afatinib;AZD5582,RPS10,False,Ribosome
P46821,Afatinib,MAP1B,False,Protein phosphatases and associated proteins
P46940,TGX221;IAP_7638;AZD5582,IQGAP1,False,Cytoskeleton proteins
P46976,Dabrafenib,GYG1,False,Glycosyltransferases
P46977,AC220;AZD5582;Savolitinib,STT3A,False,Glycosyltransferases
P47755,WEHI-539;Dabrafenib;Crizotinib,CAPZA2,False,Membrane trafficking
P47914,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539,RPL29,False,Ribosome
P48059,Afatinib;Dabrafenib;PF-06747775,LIMS1,False,Domain-containing proteins not elsewhere classified
P48147,Savolitinib,PREP,False,Peptidases and inhibitors
P48444,Afatinib;LIMK1 inhibitor BMS4;IAP_7638;AZD5582,ARCN1,False,Membrane trafficking
P48449,Savolitinib,LSS,False,Enzymes
P48507,AZD5582,GCLM,False,none
P48556,Afatinib;LIMK1 inhibitor BMS4;Savolitinib,PSMD8,False,Proteasome
P48637,SB590885;GDC-0879;Dabrafenib;Savolitinib,GSS,False,Exosome
P48643,Afatinib;IAP_7638;AZD5582,CCT5,False,Chaperones and folding catalysts
P48681,GDC-0879,NES,False,Cytoskeleton proteins
P48723,Afatinib,HSPA13,False,Chaperones and folding catalysts
P48735,Venetoclax;Ara-G,IDH2,True,Enzymes
P48739,SB590885;Afatinib;Savolitinib,PITPNB,False,none
P49006,SB590885;Afatinib;IAP_7638,MARCKSL1,False,none
P49023,Dabrafenib;PLX-4720,PXN,False,Domain-containing proteins not elsewhere classified
P49116,Ara-G,NR2C2,False,Transcription factors
P49207,IAP_7638;AZD5582,RPL34,False,Ribosome
P49247,Savolitinib,RPIA,False,Enzymes
P49327,SB590885;IAP_7638;AZD5582,FASN,False,Lipid biosynthesis proteins
P49368,Afatinib;IAP_5620;IAP_7638;AZD5582,CCT3,False,Chaperones and folding catalysts
P49406,SB590885;Savolitinib;Afatinib;Ara-G,MRPL19,False,Ribosome
P49458,IAP_5620;TGX221;IAP_7638;AZD5582,SRP9,False,Secretion system
P49593,SB590885;Afatinib;Dabrafenib;PLX-4720,PPM1F,False,Protein phosphatases and associated proteins
P49643,Afatinib,PRIM2,False,DNA replication proteins
P49711,Dabrafenib;TGX221;Venetoclax,CTCF,True,Transcription factors
P49720,AC220;Afatinib,PSMB3,False,Peptidases and inhibitors
P49721,Afatinib,PSMB2,False,Peptidases and inhibitors
P49736,Afatinib,MCM2,False,DNA replication proteins
P49748,Afatinib;IAP_5620;Savolitinib;AZD5582;SB590885;IAP_7638,ACADVL,False,Enzymes
P49750,Dabrafenib;Savolitinib,YLPM1,False,Protein phosphatases and associated proteins
P49755,Afatinib;IAP_5620;AZD5582;PF-06747775;IAP_7638;Crizotinib,TMED10,False,Membrane trafficking
P49770,Capmatinib,EIF2B2,False,Translation factors
P49773,Afatinib;Savolitinib;AZD5582;IAP_7638;Crizotinib,HINT1,False,Exosome
P49790,IAP_5620;Savolitinib;AZD5582;BIX-02188;IAP_7638,NUP153,False,Messenger RNA biogenesis
P49821,SB590885;AC220;WEHI-539;Savolitinib,NDUFV1,False,Enzymes
P49848,Ara-G,TAF6,False,Transcription machinery
P49903,SB590885,SEPHS1,False,Transfer RNA biogenesis
P49916,Venetoclax;TGX221;IAP_7638;Savolitinib,LIG3,False,DNA repair and recombination proteins
P49959,AZD5582,MRE11,False,DNA replication proteins
P50151,Afatinib;IAP_7638;AZD5582,GNG10,False,GTP-binding proteins
P50213,Afatinib;Dabrafenib;Venetoclax,IDH3A,False,Enzymes
P50395,Crizotinib;Afatinib;IAP_7638;AZD5582,GDI2,False,Exosome
P50402,SB590885;AZD5582,EMD,False,none
P50416,PF-06747775;PLX-4720,CPT1A,False,Mitochondrial biogenesis
P50454,WH-4-023;AZD5582;Ponatinib;TGX221;SB590885,SERPINH1,False,Peptidases and inhibitors
P50479,A-1155463,PDLIM4,False,Domain-containing proteins not elsewhere classified
P50552,AZD5582,VASP,False,Cytoskeleton proteins
P50570,IAP_7638;AZD5582,DNM2,False,Membrane trafficking
P50895,Afatinib;Dabrafenib;PF-06747775;GSK429286A,BCAM,False,CD molecules
P50897,AC220,PPT1,False,Lipid biosynthesis proteins
P50990,Afatinib;IAP_7638;AZD5582,CCT8,False,Chaperones and folding catalysts
P50991,Afatinib;IAP_7638;AZD5582,CCT4,False,Chaperones and folding catalysts
P50995,WEHI-539;IAP_7638;AZD5582,ANXA11,False,Secretion system
P51116,Afatinib;PF-06747775;GSK429286A,FXR2,False,Messenger RNA biogenesis
P51148,CAY10566;Dabrafenib;Venetoclax;Crizotinib,RAB5C,False,Membrane trafficking
P51149,GDC-0879;Dabrafenib;PLX-4720;Savolitinib,RAB7A,False,Membrane trafficking
P51159,Afatinib;GDC-0879;AZD5582;PLX-4720;Dabrafenib;SB590885;Ruxolitinib,RAB27A,False,Membrane trafficking
P51397,Savolitinib,DAP,False,none
P51398,SB590885;Afatinib;Savolitinib,DAP3,False,Ribosome
P51452,SB590885;GDC-0879;Dabrafenib;PLX-4720,DUSP3,False,Protein phosphatases and associated proteins
P51532,Dabrafenib;Venetoclax;Ara-G,SMARCA4,True,Transcription machinery
P51553,Dabrafenib,IDH3G,False,Enzymes
P51571,IAP_5620;AZD5582;TGX221;Venetoclax;IAP_7638,SSR4,False,Membrane trafficking
P51572,Afatinib;IAP_5620;AZD5582;Venetoclax;IAP_7638,BCAP31,False,none
P51608,CAY10566,MECP2,False,Chromosome and associated proteins
P51636,AC220,CAV2,False,Membrane trafficking
P51648,Afatinib;Dabrafenib;PF-06747775,ALDH3A2,False,Enzymes
P51649,Dabrafenib;PLX-4720,ALDH5A1,False,Enzymes
P51665,Afatinib;Savolitinib,PSMD7,False,Proteasome
P51688,Dabrafenib,SGSH,False,Enzymes
P51798,Dabrafenib,CLCN7,False,Protein phosphatases and associated proteins
P51858,Crizotinib;IAP_7638;AZD5582,HDGF,False,Glycosaminoglycan binding proteins
P51970,Savolitinib,NDUFA8,False,none
P51991,Dabrafenib;Venetoclax,HNRNPA3,False,Messenger RNA biogenesis
P52209,Savolitinib;Crizotinib,PGD,False,Enzymes
P52272,Dabrafenib;PLX-4720,HNRNPM,False,Spliceosome
P52292,Afatinib;PF-06747775;Temozolomide,KPNA2,False,Chromosome and associated proteins
P52298,Venetoclax,NCBP2,False,Messenger RNA biogenesis
P52434,TGX221,POLR2H,False,Transcription machinery
P52565,GDC-0879;Afatinib;Savolitinib;PLX-4720;Dabrafenib;SB590885;IAP_7638,ARHGDIA,False,Exosome
P52594,Crizotinib;AZD5582,AGFG1,False,Messenger RNA biogenesis
P52597,Afatinib;Savolitinib,HNRNPF,False,Spliceosome
P52701,Venetoclax,MSH6,False,DNA repair and recombination proteins
P52732,Afatinib;Savolitinib,KIF11,False,Chromosome and associated proteins
P52758,Afatinib;PF-06747775,RIDA,False,Enzymes
P52788,GDC-0879;Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885,SMS,False,Enzymes
P52789,Afatinib;Savolitinib;PLX-4720;Dabrafenib;SB590885,HK2,False,Membrane trafficking
P52815,Afatinib;PF-06747775,MRPL12,False,Ribosome
P52888,Afatinib;Savolitinib;Crizotinib,THOP1,False,Peptidases and inhibitors
P52907,Crizotinib;Capmatinib;AZD6094;Savolitinib,CAPZA1,False,Membrane trafficking
P53004,PLX-4720;Crizotinib,BLVRA,False,Enzymes
P53007,Nilotinib,SLC25A1,False,Transporters
P53041,SB590885;Afatinib,PPP5C,False,Protein phosphatases and associated proteins
P53355,GSK690693,DAPK1,False,Protein kinases
P53367,AC220,ARFIP1,False,Membrane trafficking
P53384,WEHI-539,NUBP1,False,none
P53396,GSK429286A;Afatinib;IAP_7638;AZD5582,ACLY,False,Exosome
P53582,Crizotinib;AZD5582,METAP1,False,Peptidases and inhibitors
P53597,Afatinib;PF-06747775,SUCLG1,False,Enzymes
P53618,Afatinib,COPB1,False,Membrane trafficking
P53621,Afatinib;LIMK1 inhibitor BMS4,COPA,False,Membrane trafficking
P53680,SB590885;Dabrafenib,AP2S1,False,Membrane trafficking
P53701,Venetoclax,HCCS,False,Enzymes
P53992,IAP_7638,SEC24C,False,Membrane trafficking
P53999,Afatinib;AZD5582,SUB1,False,Transcription machinery
P54259,Savolitinib,ATN1,False,none
P54578,Afatinib;Savolitinib,USP14,False,Peptidases and inhibitors
P54619,PD173074,PRKAG1,False,none
P54687,Venetoclax,BCAT1,False,Amino acid related enzymes
P54709,SB590885;PLX-4720;AZD5582,ATP1B3,False,CD molecules
P54725,Savolitinib;AZD5582,RAD23A,False,Proteasome
P54727,Crizotinib;IAP_5620;IAP_7638;AZD5582,RAD23B,False,Proteasome
P54819,Dabrafenib,AK2,False,Exosome
P54920,Afatinib,NAPA,False,Membrane trafficking
P55010,Afatinib;AZD5582,EIF5,False,Translation factors
P55011,Afatinib;PF-06747775;GSK429286A,SLC12A2,False,Protein phosphatases and associated proteins
P55036,Afatinib;PLX-4720;Savolitinib,PSMD4,False,Proteasome
P55081,Dabrafenib;AZD5582,MFAP1,False,Spliceosome
P55084,Crizotinib;Savolitinib,HADHB,False,Enzymes
P55145,SB590885;Dabrafenib,MANF,False,Membrane trafficking
P55209,GSK429286A;Afatinib;PF-06747775;AZD5582,NAP1L1,False,Chromosome and associated proteins
P55265,PF-06747775,ADAR,False,Spliceosome
P55735,LIMK1 inhibitor BMS4;IAP_7638;AZD5582,SEC13,False,Messenger RNA biogenesis
P55786,GSK269962A,NPEPPS,False,Peptidases and inhibitors
P55884,Afatinib,EIF3B,False,Messenger RNA biogenesis
P55957,AZD5582,BID,False,none
P56182,SB590885,RRP1,False,Protein phosphatases and associated proteins
P56211,Lapatinib,ARPP19,False,none
P56537,PLX-4720;Dabrafenib;Venetoclax,EIF6,False,Ribosome biogenesis
P56545,Cabozantinib;Imatinib;KIT_5808,CTBP2,False,Membrane trafficking
P56556,SB590885;WH-4-023,NDUFA6,False,none
P56937,IAP_7638;AZD5582,HSD17B7,False,Enzymes
P56962,Afatinib;PF-06747775,STX17,False,Membrane trafficking
P57105,Afatinib;PF-06747775;Savolitinib,SYNJ2BP,False,Membrane trafficking
P57729,SB590885;GDC-0879;Dabrafenib;PLX-4720,RAB38,False,Membrane trafficking
P57740,AZD5582;Savolitinib;Nilotinib;Dabrafenib;SB590885,NUP107,False,Messenger RNA biogenesis
P58107,Afatinib;PF-06747775;GSK429286A,EPPK1,False,none
P58546,Afatinib;GDC-0879;PLX-4720;Dabrafenib;SB590885;IAP_7638,MTPN,False,none
P59780,AZD5582,AP3S2,False,Membrane trafficking
P59998,Dabrafenib,ARPC4,False,Membrane trafficking
P60059,Venetoclax,SEC61G,False,Membrane trafficking
P60174,Afatinib;AZD5582;Savolitinib;PLX-4720;IAP_7638;Crizotinib,TPI1,False,Exosome
P60228,Afatinib;PF-06747775;AZD5582,EIF3E,False,Translation factors
P60468,IAP_7638;Venetoclax;AZD5582,SEC61B,False,Membrane trafficking
P60660,WH-4-023;TGX221,MYL6,False,Cytoskeleton proteins
P60842,Afatinib;PF-06747775;LIMK1 inhibitor BMS4,EIF4A1,False,Messenger RNA biogenesis
P60866,Afatinib;AZD5582;PLX-4720;WEHI-539;IAP_7638,RPS20,False,Ribosome
P60891,IAP_7638;AZD5582,PRPS1,False,Enzymes
P60900,Afatinib;Savolitinib;Crizotinib,PSMA6,False,Peptidases and inhibitors
P60903,SB590885,S100A10,False,Exosome
P60981,Savolitinib;Dabrafenib;IAP_7638;AZD5582,DSTN,False,Cytoskeleton proteins
P60983,Afatinib;Crizotinib,GMFB,False,none
P61011,Afatinib;IAP_7638;AZD5582,SRP54,False,Secretion system
P61019,AC220,RAB2A,False,Membrane trafficking
P61020,Dabrafenib,RAB5B,False,Membrane trafficking
P61026,GDC-0879;Afatinib;PF-06747775;Savolitinib,RAB10,False,Membrane trafficking
P61081,Afatinib;AZD5582;Savolitinib;PF-06747775;SB590885;IAP_7638;Crizotinib,UBE2M,False,Ubiquitin system
P61088,Afatinib;IAP_5620;AZD5582;SB590885;IAP_7638;Crizotinib,UBE2N,False,Ubiquitin system
P61106,Afatinib;PD173074;PF-06747775,RAB14,False,Membrane trafficking
P61158,Crizotinib;Dabrafenib;IAP_7638;AZD5582,ACTR3,False,Membrane trafficking
P61160,Crizotinib;Dabrafenib;IAP_7638;AZD5582,ACTR2,False,Membrane trafficking
P61163,GSK429286A;Afatinib;PF-06747775;AZD5582,ACTR1A,False,Chromosome and associated proteins
P61201,Afatinib,COPS2,False,Ubiquitin system
P61221,Afatinib;AZD5582,ABCE1,False,Ribosome biogenesis
P61225,Afatinib;PF-06747775,RAP2B,False,Exosome
P61247,Afatinib;WEHI-539;PLX-4720;AZD5582,RPS3A,False,Ribosome
P61289,Afatinib,PSME3,False,Proteasome
P61313,AZD5582,RPL15,False,Ribosome
P61353,SB590885,RPL27,False,Ribosome
P61421,Dabrafenib;PLX-4720,ATP6V0D1,False,none
P61457,IAP_7638,PCBD1,False,Exosome
P61513,AZD5582,RPL37A,False,Ribosome
P61586,Dabrafenib;Savolitinib,RHOA,True,Membrane trafficking
P61604,PD173074;PF-06747775,HSPE1,False,Chaperones and folding catalysts
P61619,WEHI-539,SEC61A1,False,Membrane trafficking
P61758,Afatinib;Savolitinib;IAP_7638;Crizotinib,VBP1,False,none
P61764,GDC-0879;Afatinib;PLX-4720;Dabrafenib;Venetoclax;SB590885,STXBP1,False,Membrane trafficking
P61769,AZD5582,B2M,True,Exosome
P61923,Afatinib;Dabrafenib;LIMK1 inhibitor BMS4,COPZ1,False,Membrane trafficking
P61960,Savolitinib;PLX-4720;Dabrafenib;SB590885;Crizotinib,UFM1,False,Ubiquitin system
P61962,Dabrafenib;AZD5582,DCAF7,False,Ubiquitin system
P61964,Dabrafenib;Savolitinib,WDR5,False,Chromosome and associated proteins
P61970,Afatinib;IAP_7638;AZD5582,NUTF2,False,none
P61978,Afatinib;TGX221;WEHI-539;Venetoclax;Ara-G,HNRNPK,False,Spliceosome
P61981,Afatinib;Savolitinib;IAP_7638;AZD5582,YWHAG,False,Protein phosphatases and associated proteins
P62070,Quizartinib,RRAS2,False,Exosome
P62081,Afatinib;WEHI-539;IAP_7638;AZD5582,RPS7,False,Ribosome
P62136,Savolitinib,PPP1CA,False,Protein phosphatases and associated proteins
P62140,IAP_7638;AZD5582,PPP1CB,False,Protein phosphatases and associated proteins
P62191,Afatinib;PLX-4720;Savolitinib,PSMC1,False,Proteasome
P62195,Afatinib;Dabrafenib;PLX-4720;Savolitinib,PSMC5,False,Proteasome
P62241,Afatinib;AZD5582;PD173074;PLX-4720;Dabrafenib;WEHI-539;PF-06747775,RPS8,False,Ribosome
P62244,GSK429286A;Afatinib;AZD5582,RPS15A,False,Ribosome
P62249,Afatinib;GSK429286A,RPS16,False,Ribosome
P62258,Afatinib;IAP_5620;AZD5582;IAP_7638;Crizotinib,YWHAE,False,DNA repair and recombination proteins
P62263,Afatinib;AZD5582;PLX-4720;WEHI-539;Dabrafenib;Crizotinib,RPS14,False,Ribosome
P62266,Afatinib;LIMK1 inhibitor BMS4;IAP_7638;AZD5582,RPS23,False,Ribosome
P62269,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;LIMK1 inhibitor BMS4,RPS18,False,Ribosome
P62273,Afatinib;AZD5582,RPS29,False,Ribosome
P62277,Afatinib;WEHI-539;LIMK1 inhibitor BMS4;AZD5582,RPS13,False,Ribosome
P62280,Afatinib;AZD5582;PF-06747775;LIMK1 inhibitor BMS4;GSK429286A,RPS11,False,Ribosome
P62304,AC220,SNRPE,False,Messenger RNA biogenesis
P62306,WH-4-023;TGX221,SNRPF,False,Messenger RNA biogenesis
P62310,TGX221;Savolitinib,LSM3,False,Messenger RNA biogenesis
P62312,TGX221;Crizotinib,LSM6,False,Messenger RNA biogenesis
P62316,WEHI-539;Savolitinib,SNRPD2,False,Spliceosome
P62328,AZD5582,TMSB4X,False,Cytoskeleton proteins
P62333,Afatinib;Savolitinib,PSMC6,False,Proteasome
P62424,SB590885,RPL7A,False,Ribosome
P62495,Afatinib;PF-06747775,ETF1,False,Messenger RNA biogenesis
P62701,Afatinib;WEHI-539;IAP_7638;AZD5582,RPS4X,False,Ribosome
P62714,AC220,PPP2CB,False,Protein phosphatases and associated proteins
P62750,Afatinib;AZD5582;PLX-4720;CAY10566;Dabrafenib;WEHI-539;A-1155463,RPL23A,False,Ribosome
P62753,Afatinib;AZD5582;LIMK1 inhibitor BMS4;PLX-4720;Dabrafenib;WEHI-539;A-1155463,RPS6,False,Ribosome
P62829,Afatinib;AZD5582;LIMK1 inhibitor BMS4;PLX-4720;Dabrafenib;WEHI-539;A-1155463;Crizotinib,RPL23,False,Ribosome
P62847,IAP_7638;AZD5582,RPS24,False,Ribosome
P62851,Afatinib;IAP_5620;AZD5582;PLX-4720;IAP_7638,RPS25,False,Ribosome
P62854,Afatinib;Dabrafenib;PLX-4720;AZD5582,RPS26,False,Ribosome
P62857,Afatinib;AZD5582;PLX-4720;WEHI-539;IAP_7638;Crizotinib,RPS28,False,Ribosome
P62873,GSK429286A;Afatinib;PF-06747775;Savolitinib,GNB1,False,Exosome
P62875,Savolitinib,POLR2L,False,Transcription machinery
P62877,Afatinib;Crizotinib,RBX1,False,Ubiquitin system
P62879,SB590885;Savolitinib,GNB2,False,Exosome
P62888,Afatinib;A-1155463;PLX-4720;WEHI-539;LIMK1 inhibitor BMS4,RPL30,False,Ribosome
P62899,Afatinib;A-1155463;AZD5582;PLX-4720;Dabrafenib;IAP_7638,RPL31,False,Ribosome
P62906,Afatinib;AZD5582;LIMK1 inhibitor BMS4;PLX-4720;Dabrafenib;WEHI-539;SB590885;A-1155463,RPL10A,False,Ribosome
P62910,Afatinib;AZD5582;PLX-4720;WEHI-539;Dabrafenib,RPL32,False,Ribosome
P62913,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;PF-06747775,RPL11,False,Ribosome
P62917,SB590885;Afatinib;IAP_7638;AZD5582,RPL8,False,Ribosome
P62942,GDC-0879;PLX-4720;Dabrafenib;SB590885;Crizotinib,FKBP1A,False,Chaperones and folding catalysts
P62993,IAP_5620;IAP_7638;AZD5582,GRB2,False,Membrane trafficking
P62995,CAY10566;Dabrafenib,TRA2B,False,Protein phosphatases and associated proteins
P63000,AC220,RAC1,True,Membrane trafficking
P63010,GDC-0879;WH-4-023;Ponatinib;TGX221;Venetoclax;SB590885;GSK429286A,AP2B1,False,Membrane trafficking
P63027,AZD5582,VAMP2,False,Membrane trafficking
P63151,Afatinib,PPP2R2A,False,Protein phosphatases and associated proteins
P63173,Crizotinib,RPL38,False,Ribosome
P63208,Afatinib,SKP1,False,Membrane trafficking
P63220,Afatinib;Dabrafenib;IAP_7638;AZD5582,RPS21,False,Ribosome
P63241,Afatinib;AZD5582,EIF5A,False,Translation factors
P63244,Afatinib;AZD5582;LIMK1 inhibitor BMS4;WEHI-539;PF-06747775;IAP_7638,RACK1,False,Messenger RNA biogenesis
P63272,Afatinib,SUPT4H1,False,Transcription machinery
P63279,Afatinib;IAP_5620;AZD5582;Venetoclax;IAP_7638;Crizotinib,UBE2I,False,Ubiquitin system
P67809,Afatinib;AZD5582;PD173074;WEHI-539;PF-06747775;GSK429286A,YBX1,False,Transcription factors
P67870,Afatinib,CSNK2B,False,Ribosome biogenesis
P68036,SB590885;Afatinib;GDC-0879,UBE2L3,False,Ubiquitin system
P68366,IAP_7638,TUBA4A,False,Messenger RNA biogenesis
P68371,Savolitinib;IAP_7638;AZD5582,TUBB4B,False,Chromosome and associated proteins
P68400,LIMK1 inhibitor BMS4;Ara-G,CSNK2A1,False,Protein kinases
P68402,Afatinib;IAP_7638;Savolitinib,PAFAH1B2,False,Enzymes
P78318,Savolitinib,IGBP1,False,Protein phosphatases and associated proteins
P78371,Afatinib;IAP_5620;IAP_7638;AZD5582,CCT2,False,Chaperones and folding catalysts
P78417,Afatinib;GDC-0879;AZD5582;PLX-4720;Dabrafenib;SB590885;LIMK1 inhibitor BMS4,GSTO1,False,Transporters
P78527,Venotoclax;Venetoclax;Savolitinib,PRKDC,False,Protein kinases
P78536,Afatinib,ADAM17,False,Peptidases and inhibitors
P80303,WEHI-539;Ara-G,NUCB2,False,Membrane trafficking
P82650,SB590885;Afatinib,MRPS22,False,Ribosome
P82673,Afatinib;Savolitinib;PD173074;AZD6094;PF-06747775;SB590885;AZD4547,MRPS35,False,Ribosome
P82675,Afatinib;PF-06747775;Savolitinib,MRPS5,False,Ribosome
P82909,PD173074,MRPS36,False,Ribosome
P82912,SB590885;Afatinib,MRPS11,False,Ribosome
P82914,Afatinib;Savolitinib,MRPS15,False,Ribosome
P82930,SB590885;Afatinib;Savolitinib,MRPS34,False,Ribosome
P82932,Afatinib;PF-06747775,MRPS6,False,Ribosome
P82933,SB590885;Afatinib;PF-06747775,MRPS9,False,Ribosome
P82970,Savolitinib,HMGN5,False,Chromosome and associated proteins
P82979,Afatinib;AZD5582;TGX221;AC220;IAP_7638,SARNP,False,Messenger RNA biogenesis
P83111,GSK429286A,LACTB,False,Peptidases and inhibitors
P83731,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;IAP_7638,RPL24,False,Ribosome
P83916,Afatinib;Dabrafenib;Venetoclax;IAP_7638;Ara-G,CBX1,False,Chromosome and associated proteins
P84090,Dabrafenib;Savolitinib,ERH,False,none
P84095,Dabrafenib;Venetoclax,RHOG,False,Exosome
P84098,Afatinib;CAY10566;WEHI-539;AZD5582,RPL19,False,Ribosome
P84103,Dabrafenib;Savolitinib,SRSF3,False,Spliceosome
P84157,Afatinib,MXRA7,False,none
P85037,AZD5582,FOXK1,False,Transcription factors
P98175,Dabrafenib,RBM10,True,Spliceosome
P98179,Afatinib;Savolitinib,RBM3,False,Spliceosome
Q00059,Afatinib;PF-06747775;Savolitinib,TFAM,False,Mitochondrial biogenesis
Q00325,Crizotinib,SLC25A3,False,Transporters
Q00535,SB590885;Afatinib;Dabrafenib;PLX-4720,CDK5,False,Protein kinases
Q00577,Afatinib;Dabrafenib,PURA,False,Transcription factors
Q00587,Afatinib,CDC42EP1,False,none
Q00610,BIX-02188;IAP_7638;AZD5582,CLTC,False,Membrane trafficking
Q00613,Crizotinib,HSF1,False,Transcription factors
Q00688,Crizotinib;Afatinib;IAP_7638;AZD5582,FKBP3,False,Chaperones and folding catalysts
Q00765,Afatinib;IAP_5620;AZD5582;Venetoclax;Lapatinib,REEP5,False,Exosome
Q00796,IAP_5620;IAP_7638;AZD5582,SORD,False,Enzymes
Q00839,Dabrafenib;PLX-4720;Savolitinib,HNRNPU,False,Spliceosome
Q00978,TL-2-105,IRF9,False,Transcription factors
Q01105,AC220;IAP_7638;Crizotinib,SET,False,Chromosome and associated proteins
Q01167,AC220;Imatinib,FOXK2,False,Transcription factors
Q01469,SB590885;GDC-0879;Savolitinib;AZD5582,FABP5,False,none
Q01484,SB590885,ANK2,False,Cytoskeleton proteins
